text,label
Final reminder: Your loan of ₹6427 is approved kKp3mxQx,Spam
The event starts at 10 AM tomorrow 6uJZYMdt,Not Spam
Please confirm your availability for the interview 0BPL4wfv,Not Spam
Urgent! Your account is suspended. Verify immediately yYZ6x4tu,Spam
Please find the attached report for your review hEB5ru9X,Not Spam
Urgent! Your account is suspended. Verify immediately zDqQq5XG,Spam
Win a brand new headphones by entering this contest YDjzjkaV,Spam
Please confirm your availability for the interview FDnMHq1D,Not Spam
"Hi, can we reschedule our meeting to tomorrow? 04q0tvaV",Not Spam
Let's catch up over coffee this weekend 5uXLPRJV,Not Spam
Happy Birthday! Have a great year ahead bIkG3nXf,Not Spam
You have been selected for a free iPhone. Register today WPv58clU,Spam
Please find the attached report for your review nPK6rHHC,Not Spam
Urgent! Your account is suspended. Verify immediately PpVzEgZN,Spam
Exclusive deal on smartwatch. Order before it ends 6S9OLrDA,Spam
Limited time offer! Get 46% discount on tablet. Buy now XoHVRRak,Spam
Can you send me the project files? gPY81t1V,Not Spam
Reminder: Submit your assignment by tonight CqNWKyRl,Not Spam
Please confirm your availability for the interview LB5rRh8b,Not Spam
Earn ₹1724 per day from home. Join now 9fCje10y,Spam
Congratulations! You won a iPhone. Click here to claim now QUnqAmnb,Spam
Win a brand new laptop by entering this contest LFAzILGU,Spam
Earn ₹7264 per day from home. Join now ltgYNU2z,Spam
Can you send me the project files? VgWDtGbG,Not Spam
Limited time offer! Get 12% discount on smartwatch. Buy now FakGIyMp,Spam
Urgent! Your account is suspended. Verify immediately F1aT4YTM,Spam
Please find the attached report for your review AQr8rg9q,Not Spam
Reminder: Submit your assignment by tonight FyP8ByP0,Not Spam
Happy Birthday! Have a great year ahead 9vUDHKHY,Not Spam
Claim your cashback of ₹2183 today 7Sootqjt,Spam
Limited time offer! Get 30% discount on TV. Buy now 7sFiv8AA,Spam
Happy Birthday! Have a great year ahead OGVMamZb,Not Spam
Final reminder: Your loan of ₹7040 is approved S5yV3JW5,Spam
Thank you for your purchase CRa6ft98,Not Spam
"Hi, can we reschedule our meeting to tomorrow? 42Ybxscr",Not Spam
Your order has been shipped and will arrive soon v1dcgnjD,Not Spam
Urgent! Your account is suspended. Verify immediately q0Lvz0Gs,Spam
Claim your cashback of ₹2495 today sfg7TCAG,Spam
Limited time offer! Get 69% discount on tablet. Buy now qxB5Oo0L,Spam
Claim your cashback of ₹7367 today UCx9nmHL,Spam
Earn ₹7193 per day from home. Join now y3dahYzT,Spam
The event starts at 10 AM tomorrow qULvZarg,Not Spam
The event starts at 10 AM tomorrow p50ckhz7,Not Spam
Please confirm your availability for the interview kqnD66NJ,Not Spam
Urgent! Your account is suspended. Verify immediately 9dIAsOFP,Spam
Hot sale on laptop. Don’t miss out U7nbY4iA,Spam
Please confirm your availability for the interview WG2cZZQM,Not Spam
Earn ₹6739 per day from home. Join now dAnGkyW9,Spam
Thank you for your purchase ySaj4Ym8,Not Spam
Hot sale on headphones. Don’t miss out CS8bbuH4,Spam
Reminder: Submit your assignment by tonight D4flQERd,Not Spam
Hot sale on tablet. Don’t miss out yvmAMNU6,Spam
Exclusive deal on headphones. Order before it ends csBlHqru,Spam
Please confirm your availability for the interview jR9XSNIy,Not Spam
Final reminder: Your loan of ₹9852 is approved fich4PlC,Spam
Please find the attached report for your review WNw5z9QK,Not Spam
Your order has been shipped and will arrive soon yD3efY9F,Not Spam
Congratulations! You won a laptop. Click here to claim now UqXUEvWn,Spam
Reminder: Submit your assignment by tonight htq5zUQL,Not Spam
Win a brand new iPhone by entering this contest lriFR7Yt,Spam
Urgent! Your account is suspended. Verify immediately GZWlLat9,Spam
Limited time offer! Get 58% discount on iPhone. Buy now BkDFGWmW,Spam
Win a brand new bike by entering this contest gA5ZkASM,Spam
Your order has been shipped and will arrive soon ZWxcSnw7,Not Spam
Limited time offer! Get 15% discount on bike. Buy now keyZwmMm,Spam
Please find the attached report for your review jLQ02dDU,Not Spam
"Hi, can we reschedule our meeting to tomorrow? 5YjTteVS",Not Spam
"Hi, can we reschedule our meeting to tomorrow? k10nNPh0",Not Spam
Hot sale on TV. Don’t miss out flcK3j3z,Spam
Win a brand new TV by entering this contest tXVdRi0W,Spam
Hot sale on headphones. Don’t miss out lWwK3tmw,Spam
Win a brand new tablet by entering this contest phD6A66G,Spam
Reminder: Submit your assignment by tonight E358Xkau,Not Spam
Win a brand new laptop by entering this contest qDBiFI1E,Spam
Your order has been shipped and will arrive soon UfZxffC9,Not Spam
Congratulations! You won a gift card. Click here to claim now 9SJ4csSH,Spam
Exclusive deal on bike. Order before it ends MB7W0lYj,Spam
Congratulations! You won a TV. Click here to claim now 3NW5zCC2,Spam
The event starts at 10 AM tomorrow fM8s3IO0,Not Spam
Please find the attached report for your review gqSBaWsg,Not Spam
Happy Birthday! Have a great year ahead gtYwQv8b,Not Spam
Let's catch up over coffee this weekend EduNasfR,Not Spam
Can you send me the project files? x1Oac0ru,Not Spam
Limited time offer! Get 27% discount on tablet. Buy now Gy9KLGbO,Spam
Limited time offer! Get 31% discount on TV. Buy now Ozh02TeO,Spam
Let's catch up over coffee this weekend t0i3XVVO,Not Spam
The event starts at 10 AM tomorrow gPy831P0,Not Spam
"Hi, can we reschedule our meeting to tomorrow? OP2MFDts",Not Spam
Win a brand new laptop by entering this contest Zp9NZ87w,Spam
Your order has been shipped and will arrive soon IgzZfMNZ,Not Spam
Happy Birthday! Have a great year ahead s7RSozm0,Not Spam
Can you send me the project files? wiWXYjpm,Not Spam
Can you send me the project files? TGDpJZNW,Not Spam
Thank you for your purchase o7SNiqHO,Not Spam
Your order has been shipped and will arrive soon ajgaxwFa,Not Spam
Let's catch up over coffee this weekend sXWymDQx,Not Spam
Urgent! Your account is suspended. Verify immediately IcQA7Ow8,Spam
Claim your cashback of ₹5348 today 8rSzDJ74,Spam
Urgent! Your account is suspended. Verify immediately jRLcbyZo,Spam
Limited time offer! Get 19% discount on smartwatch. Buy now teBcnvKw,Spam
Thank you for your purchase 1UK6OfsV,Not Spam
Hot sale on tablet. Don’t miss out b7PWnY3U,Spam
Thank you for your purchase 3KPyKLay,Not Spam
Earn ₹5264 per day from home. Join now kRlF6hS6,Spam
Urgent! Your account is suspended. Verify immediately Wj05X7rx,Spam
Please find the attached report for your review tVS58ThL,Not Spam
Thank you for your purchase C57AyDUv,Not Spam
Thank you for your purchase 5uuuH1tt,Not Spam
Earn ₹7419 per day from home. Join now bAJgk6ho,Spam
Exclusive deal on headphones. Order before it ends c1Ii0lPW,Spam
The event starts at 10 AM tomorrow gsDjrpRL,Not Spam
"Hi, can we reschedule our meeting to tomorrow? aMIRVKug",Not Spam
You have been selected for a free headphones. Register today 3oBTHd5p,Spam
Please confirm your availability for the interview FUtbq6m0,Not Spam
Limited time offer! Get 67% discount on bike. Buy now 9B1iqIrl,Spam
Congratulations! You won a smartwatch. Click here to claim now pCMbiwp2,Spam
Reminder: Submit your assignment by tonight b75yhMsL,Not Spam
You have been selected for a free laptop. Register today 5ydLjyRi,Spam
Exclusive deal on smartwatch. Order before it ends xp24g2Bi,Spam
Please confirm your availability for the interview iHYpns4w,Not Spam
You have been selected for a free tablet. Register today ylr4AFRC,Spam
You have been selected for a free tablet. Register today 82TK0i99,Spam
Limited time offer! Get 83% discount on TV. Buy now ncFqtXg0,Spam
Reminder: Submit your assignment by tonight KXFhDCWk,Not Spam
Congratulations! You won a iPhone. Click here to claim now kHIMgQLG,Spam
Limited time offer! Get 52% discount on bike. Buy now Fh5zrATI,Spam
Happy Birthday! Have a great year ahead 8W9fQpwV,Not Spam
Congratulations! You won a TV. Click here to claim now PtrtvPLx,Spam
Your order has been shipped and will arrive soon GZg5cz2j,Not Spam
Your order has been shipped and will arrive soon DRxk0jns,Not Spam
Please confirm your availability for the interview 94aUWT3B,Not Spam
Please confirm your availability for the interview Y3jOzL65,Not Spam
Please confirm your availability for the interview zpsFpJkT,Not Spam
Congratulations! You won a TV. Click here to claim now 5ydCGBQo,Spam
Let's catch up over coffee this weekend Mc6JW2Pc,Not Spam
Exclusive deal on bike. Order before it ends LoId6CA5,Spam
Claim your cashback of ₹9003 today qpi3TJ8R,Spam
"Hi, can we reschedule our meeting to tomorrow? cthVbfxq",Not Spam
Let's catch up over coffee this weekend qJbImcsy,Not Spam
The event starts at 10 AM tomorrow 0AW8y8S8,Not Spam
Final reminder: Your loan of ₹8152 is approved ebuPb6g5,Spam
Thank you for your purchase qEiUlsbE,Not Spam
Can you send me the project files? BGXzj3Yn,Not Spam
Your order has been shipped and will arrive soon uKSIKhmX,Not Spam
The event starts at 10 AM tomorrow RubzqGw3,Not Spam
Claim your cashback of ₹7973 today iJ5pGBVR,Spam
The event starts at 10 AM tomorrow 8aiDoCC1,Not Spam
Let's catch up over coffee this weekend vcPyept3,Not Spam
Earn ₹9764 per day from home. Join now JS2GERdJ,Spam
Please confirm your availability for the interview t6e6mZHH,Not Spam
Please confirm your availability for the interview BqMpL2yu,Not Spam
You have been selected for a free TV. Register today YYvXwFA9,Spam
The event starts at 10 AM tomorrow fP0OsYfa,Not Spam
Final reminder: Your loan of ₹8748 is approved oOSNnsRO,Spam
Happy Birthday! Have a great year ahead JYHT99vU,Not Spam
Let's catch up over coffee this weekend 80pNKwgF,Not Spam
Final reminder: Your loan of ₹9129 is approved mgVUsDtx,Spam
Congratulations! You won a TV. Click here to claim now P8aFqynL,Spam
Claim your cashback of ₹3700 today hKZan3Ml,Spam
Can you send me the project files? 5i9r2UIs,Not Spam
Reminder: Submit your assignment by tonight 2DFOn4Na,Not Spam
Happy Birthday! Have a great year ahead QqwPn98x,Not Spam
Hot sale on smartwatch. Don’t miss out TVOey9Du,Spam
Congratulations! You won a laptop. Click here to claim now LvR5VE4m,Spam
Let's catch up over coffee this weekend YjvD5l8X,Not Spam
Win a brand new tablet by entering this contest rnsqhrmp,Spam
Can you send me the project files? L5jH5PmR,Not Spam
Final reminder: Your loan of ₹8033 is approved ljuPR1vV,Spam
Thank you for your purchase xL08LFIF,Not Spam
Happy Birthday! Have a great year ahead NaEbpjfj,Not Spam
Please find the attached report for your review Dgh2Xoco,Not Spam
Your order has been shipped and will arrive soon QwOG68ix,Not Spam
Thank you for your purchase QsjUHgjD,Not Spam
You have been selected for a free laptop. Register today LM7q5yMg,Spam
You have been selected for a free headphones. Register today OqX1w1Hn,Spam
Let's catch up over coffee this weekend CpMJZhxn,Not Spam
Please confirm your availability for the interview KJLvNGFM,Not Spam
Earn ₹9446 per day from home. Join now 2qVCnUTf,Spam
You have been selected for a free iPhone. Register today zBbYiT1S,Spam
Happy Birthday! Have a great year ahead NtLf5Mnt,Not Spam
Final reminder: Your loan of ₹9052 is approved SxwHuwkA,Spam
You have been selected for a free smartwatch. Register today T1GnTL4g,Spam
Thank you for your purchase ETKsAiwi,Not Spam
Claim your cashback of ₹4056 today MhjrMi2r,Spam
Earn ₹7738 per day from home. Join now JQ4fwzqP,Spam
Urgent! Your account is suspended. Verify immediately 9CioONUe,Spam
Win a brand new smartwatch by entering this contest BvdXyoxm,Spam
Thank you for your purchase PLpp0sal,Not Spam
Urgent! Your account is suspended. Verify immediately yeygPVU4,Spam
Please confirm your availability for the interview 8IyylLEr,Not Spam
Let's catch up over coffee this weekend hFkdQYqB,Not Spam
Reminder: Submit your assignment by tonight 3gnLL1Xz,Not Spam
Please find the attached report for your review g97pS69j,Not Spam
You have been selected for a free tablet. Register today oB8wVtbM,Spam
Hot sale on iPhone. Don’t miss out vfoIr1KF,Spam
Claim your cashback of ₹2085 today IQ1O12wn,Spam
Let's catch up over coffee this weekend 4HkvJlZ7,Not Spam
Urgent! Your account is suspended. Verify immediately 9SNu2r1g,Spam
Reminder: Submit your assignment by tonight WFFXx6Mq,Not Spam
Exclusive deal on laptop. Order before it ends fEbEoNY5,Spam
Hot sale on bike. Don’t miss out s1w2lyTa,Spam
Earn ₹4012 per day from home. Join now QAOMyNze,Spam
Urgent! Your account is suspended. Verify immediately 5SQspJV4,Spam
Congratulations! You won a TV. Click here to claim now TUJQaJPI,Spam
Claim your cashback of ₹1915 today vOlIj6vk,Spam
Please find the attached report for your review LMyv2ncD,Not Spam
Please find the attached report for your review Xvfixwew,Not Spam
Win a brand new headphones by entering this contest bd1yRx16,Spam
Claim your cashback of ₹2982 today gdw4EqyH,Spam
Your order has been shipped and will arrive soon OUk8rbNN,Not Spam
Reminder: Submit your assignment by tonight iG28XEDp,Not Spam
Hot sale on iPhone. Don’t miss out XeMPniZd,Spam
Please find the attached report for your review JCfJ559Y,Not Spam
Congratulations! You won a laptop. Click here to claim now 4VVfz9G1,Spam
Hot sale on tablet. Don’t miss out 1TFHeSII,Spam
Please find the attached report for your review 1vJEx7NB,Not Spam
Happy Birthday! Have a great year ahead fBjGmidw,Not Spam
Claim your cashback of ₹5846 today mMnnLwiY,Spam
Limited time offer! Get 56% discount on tablet. Buy now YyX4Vqj8,Spam
Reminder: Submit your assignment by tonight xsBqW1xX,Not Spam
"Hi, can we reschedule our meeting to tomorrow? PJFTfDPW",Not Spam
The event starts at 10 AM tomorrow RD4eab1V,Not Spam
Claim your cashback of ₹7759 today ouAnvPr1,Spam
Claim your cashback of ₹3271 today phJRMSZW,Spam
Let's catch up over coffee this weekend OT5X9lfp,Not Spam
The event starts at 10 AM tomorrow 5NyFC6n4,Not Spam
Win a brand new iPhone by entering this contest E0X3bxnB,Spam
Congratulations! You won a bike. Click here to claim now OQXeBYHP,Spam
Congratulations! You won a bike. Click here to claim now rbyRFuS7,Spam
Limited time offer! Get 65% discount on tablet. Buy now L96y2TlC,Spam
Reminder: Submit your assignment by tonight hyBEubGW,Not Spam
Congratulations! You won a tablet. Click here to claim now dEXT1ovx,Spam
You have been selected for a free tablet. Register today oMy0EfyD,Spam
Hot sale on smartwatch. Don’t miss out uZjAb4nz,Spam
Let's catch up over coffee this weekend PxmdifLJ,Not Spam
Happy Birthday! Have a great year ahead M16mzVJQ,Not Spam
Earn ₹9709 per day from home. Join now wTAZh9ah,Spam
You have been selected for a free laptop. Register today t7D5zlUV,Spam
Hot sale on headphones. Don’t miss out AkPb5OHh,Spam
Happy Birthday! Have a great year ahead P51Qqrv4,Not Spam
Claim your cashback of ₹6304 today 8daRncH3,Spam
Earn ₹101 per day from home. Join now JdsVYsVP,Spam
Hot sale on gift card. Don’t miss out X7BjuAwL,Spam
Your order has been shipped and will arrive soon raG3Ne98,Not Spam
Let's catch up over coffee this weekend SQvYzRX7,Not Spam
Can you send me the project files? pMajHJus,Not Spam
Earn ₹7671 per day from home. Join now 27mADAj5,Spam
Happy Birthday! Have a great year ahead T2pUVINB,Not Spam
Can you send me the project files? mDUb6fjX,Not Spam
Please confirm your availability for the interview iKc7uTh7,Not Spam
Thank you for your purchase 5Hrcodm7,Not Spam
"Hi, can we reschedule our meeting to tomorrow? z5zgmgSO",Not Spam
Earn ₹4127 per day from home. Join now nR67PGjC,Spam
Please find the attached report for your review Scgexxi1,Not Spam
Urgent! Your account is suspended. Verify immediately 8OVjeYdN,Spam
Reminder: Submit your assignment by tonight aJYSwDYp,Not Spam
Your order has been shipped and will arrive soon 5mevyyq1,Not Spam
Limited time offer! Get 20% discount on iPhone. Buy now 1pcdUQrk,Spam
"Hi, can we reschedule our meeting to tomorrow? SuIYT9WL",Not Spam
"Hi, can we reschedule our meeting to tomorrow? qLzl1wos",Not Spam
Can you send me the project files? 1Y24qzYw,Not Spam
Please find the attached report for your review rF2K9zax,Not Spam
Reminder: Submit your assignment by tonight HQHXYEYx,Not Spam
Final reminder: Your loan of ₹4598 is approved nY7qgkae,Spam
